LA.LA,LO,FL
4864749.576,-7344.9684,3
4864758.103,-7348.0129,3
4864750.94,-7344.2114,3
4864756.342,-7341.215,3
4864763.227,-7337.3948,3
4864767.318,-7331.748,3
4864764.479,-7336.7004,3
4864757.586,-7340.5246,3
4864809.153,-7404.4643,3
4864768.479,-7331.4005,3
4864808.256,-7405.2258,3
4864772.941,-7377.6513,3
4864847.236,-7380.9346,4
4864840.397,-7384.7291,4
4864811.53,-7408.33887,3
4864838.959,-7385.5264,4
4864845.757,-7381.7547,4
4864852.029,-7376.9046,4
4864847.754,-7370.0107,4
4864849.303,-7372.8029,4
4864852.802,-7377.8466,4
4864845.582,-7366.0959,4
4864844.021,-7363.2823,4
4864837.95,-7352.3397,4
4864840.32,-7356.612,4
4864841.727,-7359.1485,4
4864828.23,-7334.8194,4
4864824.423,-7327.9586,4
4864820.584,-7321.0379,4
4864836.4,-7349.546,4
4864807.625,-7312.6622,4
4864802.072,-7315.7434,4
4864816.74,-7314.1095,4
4864815.157,-7310.0573,4
4864808.964,-7311.9194,4
4864837.274,-7359.3311,4
4864800.784,-7316.4574,4
4864813.294,-7309.5175,4
4864837.921,-7360.4973,4
4864829.558,-7345.4233,4
4864825.915,-7338.858,4
4864833.421,-7359.91336,4
4864834.163,-7353.7234,4
4864833.495,-7352.5203,4
4864822.171,-7332.1088,4
4864821.437,-7330.7869,4
4864818.357,-7325.2341,4
4864825.282,-7337.7161,4
4864814.533,-7318.3411,4
4864845.605,-7374.3475,4
4864813.715,-7316.8672,4
4864817.717,-7324.0807,4
4864844.887,-7373.0528,4
4864841.783,-7367.4588,4
4864794.559,-7317.5261,4
4864795.237,-7316.9639,4
4864841.108,-7366.2424,4
4864835.141,-7390.7612,4
4864792.768,-7411.2507,3
4864792.063,-7313.73112,4
4864835.897,-7390.4354,4
4864799.694,-7407.3796,3
4864787.794,-7413.9553,3
4864789.237,-7413.1548,3
4864785.033,-7413.9214,3
4864789.776,-7405.1009,3
4864787.466,-7404.7055,3
4864788.219,-7406.0631,3
4864789.018,-7403.736,3
4864784.362,-7399.1097,3
4864785.897,-7398.1108,3
4864782.152,-7391.3591,3
4864785.224,-7396.8961,3
4864783.668,-7397.8598,3
4864780.616,-7392.357,3
4864778.287,-7384.3934,3
4864779.91,-7391.0845,3
4864781.451,-7390.0958,3
4864776.741,-7385.3728,3
4864770.098,-7369.6323,3
4864773.853,-7376.401,3
4864768.553,-7370.6147,3
4864776.096,-7384.2113,3
4864777.661,-7383.2656,3
4864766.44,-7363.0383,3
4864764.881,-7363.9961,3
4864767.887,-7369.4144,3
4864769.406,-7368.3861,3
4864760.987,-7356.9781,3
4864765.609,-7361.5407,3
4864764.066,-7362.5265,3
4864762.54,-7356.0102,3
4864760.262,-7355.6705,3
4864761.824,-7354.7199,3
4864756.556,-7348.8982,3
4864757.249,-7350.147,3
4864758.806,-7349.2796,3
4864749.576,-7344.9684,3
4864750.94,-7344.2114,3
4864756.342,-7341.215,3
4864748.046,-7347.1083,3
4864758.103,-7348.0129,3
4864768.479,-7331.4005,3
4864764.479,-7336.7004,3
4864767.318,-7331.748,3
4864757.586,-7340.5246,3
4864763.227,-7337.3948,3
4864809.153,-7404.4643,3
4864772.941,-7377.6513,3
4864808.256,-7405.2258,3
4864811.53,-7408.33887,3
4864847.236,-7380.9346,4
4864840.397,-7384.7291,4
4864852.802,-7377.8466,4
4864838.959,-7385.5264,4
4864845.757,-7381.7547,4
4864852.029,-7376.9046,4
4864845.582,-7366.0959,4
4864849.303,-7372.8029,4
4864847.754,-7370.0107,4
4864836.4,-7349.546,4
4864837.95,-7352.3397,4
4864840.32,-7356.612,4
4864844.021,-7363.2823,4
4864841.727,-7359.1485,4
4864820.584,-7321.0379,4
4864815.157,-7310.0573,4
4864824.423,-7327.9586,4
4864828.23,-7334.8194,4
4864816.74,-7314.1095,4
4864808.964,-7311.9194,4
4864800.784,-7316.4574,4
4864807.625,-7312.6622,4
4864802.072,-7315.7434,4
4864813.294,-7309.5175,4
4864837.921,-7360.4973,4
4864833.421,-7359.91336,4
4864837.274,-7359.3311,4
4864825.915,-7338.858,4
4864829.558,-7345.4233,4
4864834.163,-7353.7234,4
4864833.495,-7352.5203,4
4864817.717,-7324.0807,4
4864821.437,-7330.7869,4
4864825.282,-7337.7161,4
4864818.357,-7325.2341,4
4864822.171,-7332.1088,4
4864845.605,-7374.3475,4
4864814.533,-7318.3411,4
4864813.715,-7316.8672,4
4864844.887,-7373.0528,4
4864794.559,-7317.5261,4
4864792.063,-7313.73112,4
4864841.783,-7367.4588,4
4864795.237,-7316.9639,4
4864841.108,-7366.2424,4
4864789.237,-7413.1548,3
4864792.768,-7411.2507,3
4864799.694,-7407.3796,3
4864835.141,-7390.7612,4
4864835.897,-7390.4354,4
4864788.219,-7406.0631,3
4864785.033,-7413.9214,3
4864789.776,-7405.1009,3
4864787.794,-7413.9553,3
4864785.897,-7398.1108,3
4864789.018,-7403.736,3
4864784.362,-7399.1097,3
4864785.224,-7396.8961,3
4864787.466,-7404.7055,3
4864780.616,-7392.357,3
4864783.668,-7397.8598,3
4864781.451,-7390.0958,3
4864782.152,-7391.3591,3
4864777.661,-7383.2656,3
4864779.91,-7391.0845,3
4864776.741,-7385.3728,3
4864778.287,-7384.3934,3
4864776.096,-7384.2113,3
4864773.853,-7376.401,3
4864770.098,-7369.6323,3
4864768.553,-7370.6147,3
4864764.881,-7363.9961,3
4864764.066,-7362.5265,3
4864766.44,-7363.0383,3
4864767.887,-7369.4144,3
4864769.406,-7368.3861,3
4864762.54,-7356.0102,3
4864760.987,-7356.9781,3
4864765.609,-7361.5407,3
4864760.262,-7355.6705,3
4864756.556,-7348.8982,3
4864758.806,-7349.2796,3
4864758.103,-7348.0129,3
4864761.824,-7354.7199,3
4864757.249,-7350.147,3
4864756.342,-7341.215,3
4864750.94,-7344.2114,3
4864748.046,-7347.1083,3
4864749.576,-7344.9684,3
4864763.227,-7337.3948,3
4864764.479,-7336.7004,3
4864768.479,-7331.4005,3
4864767.318,-7331.748,3
4864757.586,-7340.5246,3
4864808.256,-7405.2258,3
4864772.941,-7377.6513,3
4864809.153,-7404.4643,3
4864811.53,-7408.33887,3
4864845.757,-7381.7547,4
4864847.236,-7380.9346,4
4864840.397,-7384.7291,4
4864852.802,-7377.8466,4
4864838.959,-7385.5264,4
4864852.029,-7376.9046,4
4864845.582,-7366.0959,4
4864849.303,-7372.8029,4
4864847.754,-7370.0107,4
4864840.32,-7356.612,4
4864844.021,-7363.2823,4
4864837.95,-7352.3397,4
4864841.727,-7359.1485,4
4864836.4,-7349.546,4
4864828.23,-7334.8194,4
4864816.74,-7314.1095,4
4864820.584,-7321.0379,4
4864824.423,-7327.9586,4
4864807.625,-7312.6622,4
4864815.157,-7310.0573,4
4864802.072,-7315.7434,4
4864800.784,-7316.4574,4
4864808.964,-7311.9194,4
4864837.274,-7359.3311,4
4864837.921,-7360.4973,4
4864813.294,-7309.5175,4
4864833.421,-7359.91336,4
4864829.558,-7345.4233,4
4864825.915,-7338.858,4
4864825.282,-7337.7161,4
4864834.163,-7353.7234,4
4864833.495,-7352.5203,4
4864817.717,-7324.0807,4
4864814.533,-7318.3411,4
4864822.171,-7332.1088,4
4864821.437,-7330.7869,4
4864818.357,-7325.2341,4
4864845.605,-7374.3475,4
4864844.887,-7373.0528,4
4864813.715,-7316.8672,4
4864841.783,-7367.4588,4
4864795.237,-7316.9639,4
4864841.108,-7366.2424,4
4864792.063,-7313.73112,4
4864794.559,-7317.5261,4
4864792.768,-7411.2507,3
4864799.694,-7407.3796,3
4864789.237,-7413.1548,3
4864835.141,-7390.7612,4
4864835.897,-7390.4354,4
4864787.794,-7413.9553,3
4864789.776,-7405.1009,3
4864785.033,-7413.9214,3
4864788.219,-7406.0631,3
4864787.466,-7404.7055,3
4864784.362,-7399.1097,3
4864785.224,-7396.8961,3
4864785.897,-7398.1108,3
4864789.018,-7403.736,3
4864783.668,-7397.8598,3
4864781.451,-7390.0958,3
4864780.616,-7392.357,3
4864782.152,-7391.3591,3
4864776.741,-7385.3728,3
4864776.096,-7384.2113,3
4864777.661,-7383.2656,3
4864779.91,-7391.0845,3
4864778.287,-7384.3934,3
4864767.887,-7369.4144,3
4864773.853,-7376.401,3
4864768.553,-7370.6147,3
4864770.098,-7369.6323,3
4864765.609,-7361.5407,3
4864764.066,-7362.5265,3
4864766.44,-7363.0383,3
4864764.881,-7363.9961,3
4864769.406,-7368.3861,3
4864760.987,-7356.9781,3
4864762.54,-7356.0102,3
4864761.824,-7354.7199,3
4864760.262,-7355.6705,3
4864757.249,-7350.147,3
4864756.556,-7348.8982,3
4864758.103,-7348.0129,3
4864758.806,-7349.2796,3
4864749.576,-7344.9684,3
4864748.046,-7347.1083,3
4864756.342,-7341.215,3
4864757.586,-7340.5246,3
4864750.94,-7344.2114,3
4864764.479,-7336.7004,3
4864772.941,-7377.6513,3
4864767.318,-7331.748,3
4864763.227,-7337.3948,3
4864768.479,-7331.4005,3
4864808.256,-7405.2258,3
4864811.53,-7408.33887,3
4864809.153,-7404.4643,3
4864838.959,-7385.5264,4
4864845.757,-7381.7547,4
4864840.397,-7384.7291,4
4864852.802,-7377.8466,4
4864852.029,-7376.9046,4
4864847.236,-7380.9346,4
4864847.754,-7370.0107,4
4864849.303,-7372.8029,4
4864845.582,-7366.0959,4
4864844.021,-7363.2823,4
4864840.32,-7356.612,4
4864836.4,-7349.546,4
4864837.95,-7352.3397,4
4864841.727,-7359.1485,4
4864828.23,-7334.8194,4
4864820.584,-7321.0379,4
4864815.157,-7310.0573,4
4864816.74,-7314.1095,4
4864824.423,-7327.9586,4
4864813.294,-7309.5175,4
4864802.072,-7315.7434,4
4864808.964,-7311.9194,4
4864800.784,-7316.4574,4
4864807.625,-7312.6622,4
4864837.274,-7359.3311,4
4864833.421,-7359.91336,4
4864834.163,-7353.7234,4
4864837.921,-7360.4973,4
4864822.171,-7332.1088,4
4864825.915,-7338.858,4
4864833.495,-7352.5203,4
4864829.558,-7345.4233,4
4864825.282,-7337.7161,4
4864817.717,-7324.0807,4
4864818.357,-7325.2341,4
4864814.533,-7318.3411,4
4864821.437,-7330.7869,4
4864844.887,-7373.0528,4
4864845.605,-7374.3475,4
4864813.715,-7316.8672,4
4864841.108,-7366.2424,4
4864841.783,-7367.4588,4
4864794.559,-7317.5261,4
4864835.897,-7390.4354,4
4864792.063,-7313.73112,4
4864795.237,-7316.9639,4
4864787.794,-7413.9553,3
4864799.694,-7407.3796,3
4864792.768,-7411.2507,3
4864789.237,-7413.1548,3
4864835.141,-7390.7612,4
4864788.219,-7406.0631,3
4864789.776,-7405.1009,3
4864785.033,-7413.9214,3
4864789.018,-7403.736,3
4864784.362,-7399.1097,3
4864783.668,-7397.8598,3
4864785.224,-7396.8961,3
4864785.897,-7398.1108,3
4864787.466,-7404.7055,3
4864781.451,-7390.0958,3
4864779.91,-7391.0845,3
4864780.616,-7392.357,3
4864782.152,-7391.3591,3
4864777.661,-7383.2656,3
4864773.853,-7376.401,3
4864776.741,-7385.3728,3
4864778.287,-7384.3934,3
4864776.096,-7384.2113,3
4864769.406,-7368.3861,3
4864768.553,-7370.6147,3
4864767.887,-7369.4144,3
4864770.098,-7369.6323,3
4864765.609,-7361.5407,3
4864760.987,-7356.9781,3
4864766.44,-7363.0383,3
4864764.066,-7362.5265,3
4864764.881,-7363.9961,3
4864757.249,-7350.147,3
4864762.54,-7356.0102,3
4864760.262,-7355.6705,3
4864761.824,-7354.7199,3
4864756.556,-7348.8982,3
4864758.103,-7348.0129,3
4864749.576,-7344.9684,3
4864758.806,-7349.2796,3
4864748.046,-7347.1083,3
4864763.227,-7337.3948,3
4864750.94,-7344.2114,3
4864756.342,-7341.215,3
4864757.586,-7340.5246,3
4864772.941,-7377.6513,3
4864808.256,-7405.2258,3
4864767.318,-7331.748,3
4864768.479,-7331.4005,3
4864764.479,-7336.7004,3
4864838.959,-7385.5264,4
4864811.53,-7408.33887,3
4864809.153,-7404.4643,3
4864840.397,-7384.7291,4
4864845.757,-7381.7547,4
4864849.303,-7372.8029,4
4864852.029,-7376.9046,4
4864852.802,-7377.8466,4
4864847.236,-7380.9346,4
4864841.727,-7359.1485,4
4864847.754,-7370.0107,4
4864840.32,-7356.612,4
4864844.021,-7363.2823,4
4864845.582,-7366.0959,4
4864828.23,-7334.8194,4
4864824.423,-7327.9586,4
4864837.95,-7352.3397,4
4864836.4,-7349.546,4
4864807.625,-7312.6622,4
4864815.157,-7310.0573,4
4864808.964,-7311.9194,4
4864816.74,-7314.1095,4
4864820.584,-7321.0379,4
4864800.784,-7316.4574,4
4864837.921,-7360.4973,4
4864802.072,-7315.7434,4
4864813.294,-7309.5175,4
4864833.495,-7352.5203,4
4864829.558,-7345.4233,4
4864834.163,-7353.7234,4
4864833.421,-7359.91336,4
4864837.274,-7359.3311,4
4864822.171,-7332.1088,4
4864825.915,-7338.858,4
4864821.437,-7330.7869,4
4864825.282,-7337.7161,4
4864817.717,-7324.0807,4
4864818.357,-7325.2341,4
4864813.715,-7316.8672,4
4864845.605,-7374.3475,4
4864814.533,-7318.3411,4
4864794.559,-7317.5261,4
4864841.783,-7367.4588,4
4864841.108,-7366.2424,4
4864844.887,-7373.0528,4
4864799.694,-7407.3796,3
4864835.897,-7390.4354,4
4864795.237,-7316.9639,4
4864835.141,-7390.7612,4
4864792.063,-7313.73112,4
4864787.794,-7413.9553,3
4864789.237,-7413.1548,3
4864792.768,-7411.2507,3
4864785.033,-7413.9214,3
4864789.018,-7403.736,3
4864785.897,-7398.1108,3
4864788.219,-7406.0631,3
4864789.776,-7405.1009,3
4864787.466,-7404.7055,3
4864784.362,-7399.1097,3
4864785.224,-7396.8961,3
4864783.668,-7397.8598,3
4864782.152,-7391.3591,3
4864778.287,-7384.3934,3
4864776.741,-7385.3728,3
4864781.451,-7390.0958,3
4864780.616,-7392.357,3
4864779.91,-7391.0845,3
4864768.553,-7370.6147,3
4864776.096,-7384.2113,3
4864773.853,-7376.401,3
4864777.661,-7383.2656,3
4864767.887,-7369.4144,3
4864769.406,-7368.3861,3
4864766.44,-7363.0383,3
4864764.881,-7363.9961,3
4864770.098,-7369.6323,3
4864760.987,-7356.9781,3
4864764.066,-7362.5265,3
4864762.54,-7356.0102,3
4864765.609,-7361.5407,3
4864758.806,-7349.2796,3
4864760.262,-7355.6705,3
4864757.249,-7350.147,3
4864756.556,-7348.8982,3
4864761.824,-7354.7199,3
4864758.103,-7348.0129,3
4864750.94,-7344.2114,3
4864749.576,-7344.9684,3
4864748.046,-7347.1083,3
4864757.586,-7340.5246,3
4864767.318,-7331.748,3
4864756.342,-7341.215,3
4864763.227,-7337.3948,3
4864764.479,-7336.7004,3
4864808.256,-7405.2258,3
4864768.479,-7331.4005,3
4864772.941,-7377.6513,3
4864809.153,-7404.4643,3
4864811.53,-7408.33887,3
4864840.397,-7384.7291,4
4864845.757,-7381.7547,4
4864847.236,-7380.9346,4
4864838.959,-7385.5264,4
4864852.802,-7377.8466,4
4864849.303,-7372.8029,4
4864847.754,-7370.0107,4
4864852.029,-7376.9046,4
4864840.32,-7356.612,4
4864845.582,-7366.0959,4
4864841.727,-7359.1485,4
4864844.021,-7363.2823,4
4864837.95,-7352.3397,4
4864824.423,-7327.9586,4
4864828.23,-7334.8194,4
4864820.584,-7321.0379,4
4864836.4,-7349.546,4
4864816.74,-7314.1095,4
4864807.625,-7312.6622,4
4864802.072,-7315.7434,4
4864815.157,-7310.0573,4
4864808.964,-7311.9194,4
4864800.784,-7316.4574,4
4864837.274,-7359.3311,4
4864813.294,-7309.5175,4
4864837.921,-7360.4973,4
4864834.163,-7353.7234,4
4864829.558,-7345.4233,4
4864833.421,-7359.91336,4
4864825.915,-7338.858,4
4864833.495,-7352.5203,4
4864822.171,-7332.1088,4
4864825.282,-7337.7161,4
4864818.357,-7325.2341,4
4864817.717,-7324.0807,4
4864821.437,-7330.7869,4
4864813.715,-7316.8672,4
4864845.605,-7374.3475,4
4864814.533,-7318.3411,4
4864844.887,-7373.0528,4
4864795.237,-7316.9639,4
4864792.063,-7313.73112,4
4864794.559,-7317.5261,4
4864841.108,-7366.2424,4
4864841.783,-7367.4588,4
4864835.897,-7390.4354,4
4864792.768,-7411.2507,3
4864835.141,-7390.7612,4
4864799.694,-7407.3796,3
4864785.033,-7413.9214,3
4864789.776,-7405.1009,3
4864787.794,-7413.9553,3
4864789.237,-7413.1548,3
4864788.219,-7406.0631,3
4864784.362,-7399.1097,3
4864787.466,-7404.7055,3
4864789.018,-7403.736,3
4864785.897,-7398.1108,3
4864781.451,-7390.0958,3
4864785.224,-7396.8961,3
4864780.616,-7392.357,3
4864783.668,-7397.8598,3
4864782.152,-7391.3591,3
4864777.661,-7383.2656,3
4864778.287,-7384.3934,3
4864776.741,-7385.3728,3
4864779.91,-7391.0845,3
4864776.096,-7384.2113,3
4864768.553,-7370.6147,3
4864770.098,-7369.6323,3
4864773.853,-7376.401,3
4864764.881,-7363.9961,3
4864769.406,-7368.3861,3
4864766.44,-7363.0383,3
4864764.066,-7362.5265,3
4864767.887,-7369.4144,3
4864760.987,-7356.9781,3
4864760.262,-7355.6705,3
4864762.54,-7356.0102,3
4864765.609,-7361.5407,3
4864756.556,-7348.8982,3
4864758.103,-7348.0129,3
4864758.806,-7349.2796,3
4864757.249,-7350.147,3
4864761.824,-7354.7199,3
4864756.342,-7341.215,3
4864748.046,-7347.1083,3
4864757.586,-7340.5246,3
4864750.94,-7344.2114,3
4864749.576,-7344.9684,3
4864763.227,-7337.3948,3
4864764.479,-7336.7004,3
4864768.479,-7331.4005,3
4864767.318,-7331.748,3
4864809.153,-7404.4643,3
4864838.959,-7385.5264,4
4864808.256,-7405.2258,3
4864811.53,-7408.33887,3
4864772.941,-7377.6513,3
4864847.236,-7380.9346,4
4864852.802,-7377.8466,4
4864845.757,-7381.7547,4
4864840.397,-7384.7291,4
4864847.754,-7370.0107,4
4864845.582,-7366.0959,4
4864852.029,-7376.9046,4
4864849.303,-7372.8029,4
4864840.32,-7356.612,4
4864837.95,-7352.3397,4
4864844.021,-7363.2823,4
4864836.4,-7349.546,4
4864841.727,-7359.1485,4
4864824.423,-7327.9586,4
4864816.74,-7314.1095,4
4864828.23,-7334.8194,4
4864820.584,-7321.0379,4
4864802.072,-7315.7434,4
4864800.784,-7316.4574,4
4864808.964,-7311.9194,4
4864815.157,-7310.0573,4
4864807.625,-7312.6622,4
4864833.421,-7359.91336,4
4864813.294,-7309.5175,4
4864837.921,-7360.4973,4
4864837.274,-7359.3311,4
4864833.495,-7352.5203,4
4864829.558,-7345.4233,4
4864825.282,-7337.7161,4
4864834.163,-7353.7234,4
4864825.915,-7338.858,4
4864822.171,-7332.1088,4
4864821.437,-7330.7869,4
4864817.717,-7324.0807,4
4864818.357,-7325.2341,4
4864844.887,-7373.0528,4
4864845.605,-7374.3475,4
4864814.533,-7318.3411,4
4864813.715,-7316.8672,4
4864841.783,-7367.4588,4
4864794.559,-7317.5261,4
4864841.108,-7366.2424,4
4864795.237,-7316.9639,4
4864792.063,-7313.73112,4
4864835.897,-7390.4354,4
4864835.141,-7390.7612,4
4864799.694,-7407.3796,3
4864792.768,-7411.2507,3
4864789.237,-7413.1548,3
4864788.219,-7406.0631,3
4864785.033,-7413.9214,3
4864787.794,-7413.9553,3
4864789.776,-7405.1009,3
4864787.466,-7404.7055,3
4864789.018,-7403.736,3
4864785.897,-7398.1108,3
4864784.362,-7399.1097,3
4864785.224,-7396.8961,3
4864781.451,-7390.0958,3
4864782.152,-7391.3591,3
4864783.668,-7397.8598,3
4864780.616,-7392.357,3
4864776.741,-7385.3728,3
4864779.91,-7391.0845,3
4864777.661,-7383.2656,3
4864778.287,-7384.3934,3
4864768.553,-7370.6147,3
4864770.098,-7369.6323,3
4864767.887,-7369.4144,3
4864776.096,-7384.2113,3
4864773.853,-7376.401,3
4864766.44,-7363.0383,3
4864764.066,-7362.5265,3
4864764.881,-7363.9961,3
4864769.406,-7368.3861,3
4864760.262,-7355.6705,3
4864760.987,-7356.9781,3
4864765.609,-7361.5407,3
4864761.824,-7354.7199,3
4864762.54,-7356.0102,3
4864758.806,-7349.2796,3
4864758.103,-7348.0129,3
4864756.556,-7348.8982,3
4864757.249,-7350.147,3
4864750.94,-7344.2114,3
4864757.586,-7340.5246,3
4864756.342,-7341.215,3
4864749.576,-7344.9684,3
4864748.046,-7347.1083,3
4864768.479,-7331.4005,3
4864767.318,-7331.748,3
4864764.479,-7336.7004,3
4864763.227,-7337.3948,3
4864838.959,-7385.5264,4
4864811.53,-7408.33887,3
4864772.941,-7377.6513,3
4864808.256,-7405.2258,3
4864809.153,-7404.4643,3
4864847.236,-7380.9346,4
4864845.757,-7381.7547,4
4864852.802,-7377.8466,4
4864840.397,-7384.7291,4
4864847.754,-7370.0107,4
4864844.021,-7363.2823,4
4864845.582,-7366.0959,4
4864849.303,-7372.8029,4
4864852.029,-7376.9046,4
4864837.95,-7352.3397,4
4864836.4,-7349.546,4
4864841.727,-7359.1485,4
4864840.32,-7356.612,4
4864820.584,-7321.0379,4
4864828.23,-7334.8194,4
4864816.74,-7314.1095,4
4864824.423,-7327.9586,4
4864808.964,-7311.9194,4
4864802.072,-7315.7434,4
4864815.157,-7310.0573,4
4864807.625,-7312.6622,4
4864837.921,-7360.4973,4
4864813.294,-7309.5175,4
4864837.274,-7359.3311,4
4864833.421,-7359.91336,4
4864800.784,-7316.4574,4
4864834.163,-7353.7234,4
4864825.915,-7338.858,4
4864833.495,-7352.5203,4
4864829.558,-7345.4233,4
4864818.357,-7325.2341,4
4864822.171,-7332.1088,4
4864825.282,-7337.7161,4
4864817.717,-7324.0807,4
4864821.437,-7330.7869,4
4864814.533,-7318.3411,4
4864813.715,-7316.8672,4
4864844.887,-7373.0528,4
4864845.605,-7374.3475,4
4864841.783,-7367.4588,4
4864841.108,-7366.2424,4
4864795.237,-7316.9639,4
4864794.559,-7317.5261,4
4864792.063,-7313.73112,4
4864792.768,-7411.2507,3
4864835.897,-7390.4354,4
4864799.694,-7407.3796,3
4864835.141,-7390.7612,4
4864785.033,-7413.9214,3
4864787.794,-7413.9553,3
4864789.237,-7413.1548,3
4864788.219,-7406.0631,3
4864789.776,-7405.1009,3
4864787.466,-7404.7055,3
4864789.018,-7403.736,3
4864785.897,-7398.1108,3
4864784.362,-7399.1097,3
4864780.616,-7392.357,3
4864783.668,-7397.8598,3
4864785.224,-7396.8961,3
4864782.152,-7391.3591,3
4864781.451,-7390.0958,3
4864779.91,-7391.0845,3
4864778.287,-7384.3934,3
4864776.741,-7385.3728,3
4864777.661,-7383.2656,3
4864773.853,-7376.401,3
4864770.098,-7369.6323,3
4864776.096,-7384.2113,3
4864768.553,-7370.6147,3
4864767.887,-7369.4144,3
4864769.406,-7368.3861,3
4864764.881,-7363.9961,3
4864766.44,-7363.0383,3
4864764.066,-7362.5265,3
4864761.824,-7354.7199,3
4864760.987,-7356.9781,3
4864762.54,-7356.0102,3
4864765.609,-7361.5407,3
4864760.262,-7355.6705,3
4864758.103,-7348.0129,3
4864756.556,-7348.8982,3
4864758.806,-7349.2796,3
4864757.249,-7350.147,3
4864748.046,-7347.1083,3
4864756.342,-7341.215,3
4864757.586,-7340.5246,3
4864750.94,-7344.2114,3
4864749.576,-7344.9684,3
4864763.227,-7337.3948,3
4864767.318,-7331.748,3
4864764.479,-7336.7004,3
4864768.479,-7331.4005,3
4864811.53,-7408.33887,3
4864838.959,-7385.5264,4
4864808.256,-7405.2258,3
4864809.153,-7404.4643,3
4864772.941,-7377.6513,3
4864845.757,-7381.7547,4
4864852.802,-7377.8466,4
4864847.236,-7380.9346,4
4864840.397,-7384.7291,4
4864847.754,-7370.0107,4
4864845.582,-7366.0959,4
4864844.021,-7363.2823,4
4864849.303,-7372.8029,4
4864852.029,-7376.9046,4
4864841.727,-7359.1485,4
4864836.4,-7349.546,4
4864840.32,-7356.612,4
4864837.95,-7352.3397,4
4864828.23,-7334.8194,4
4864816.74,-7314.1095,4
4864824.423,-7327.9586,4
4864820.584,-7321.0379,4
4864815.157,-7310.0573,4
4864808.964,-7311.9194,4
4864807.625,-7312.6622,4
4864802.072,-7315.7434,4
4864800.784,-7316.4574,4
4864837.274,-7359.3311,4
4864833.421,-7359.91336,4
4864813.294,-7309.5175,4
4864834.163,-7353.7234,4
4864837.921,-7360.4973,4
4864825.282,-7337.7161,4
4864825.915,-7338.858,4
4864833.495,-7352.5203,4
4864829.558,-7345.4233,4
4864822.171,-7332.1088,4
4864821.437,-7330.7869,4
4864817.717,-7324.0807,4
4864818.357,-7325.2341,4
4864844.887,-7373.0528,4
4864814.533,-7318.3411,4
4864813.715,-7316.8672,4
4864845.605,-7374.3475,4
4864841.783,-7367.4588,4
4864794.559,-7317.5261,4
4864841.108,-7366.2424,4
4864792.063,-7313.73112,4
4864795.237,-7316.9639,4
4864835.141,-7390.7612,4
4864866.856,-7474.5538,0
4864835.897,-7390.4354,4
4864864.365,-7469.8715,0
4864859.364,-7466.445299,0
4864829.266,-7454.2391,0
4864859.364,-7466.445299,0
4864826.59,-7445.557874,0
4864826.59,-7445.557874,0
4864826.59,-7445.557874,0
4864826.59,-7445.557874,0
4864826.59,-7445.557874,0
4864826.59,-7445.557874,0
4864830.765,-7456.9775,0
4864827.938,-7468.870245,0
4864824.97,-7460.2797,0
4864827.938,-7468.870245,0
4864827.938,-7468.870245,0
4864823.61,-7457.6655,0
4864827.938,-7468.870245,0
4864817.724,-7450.481995,0
4864817.724,-7450.481995,0
4864872.437,-7441.934193,0
4864817.724,-7450.481995,0
4864864.126,-7439.6245,0
4864817.724,-7450.481995,0
4864852.15,-7458.3811,0
4864861.71,-7435.1373,0
4864864.108,-7426.938324,0
4864873.133,-7425.6611,0
4864878.155,-7435.0675,0
4864890.417,-7404.491683,0
4864890.417,-7404.491683,0
4864890.038,-7410.6923,0
4864885.406,-7411.3286,0
4864877.686,-7423.0609,0
4864896.058,-7426.6278,0
4864895.579,-7422.259,0
4864887.75,-7410.0266,0
4864898.435,-7424.804142,0
4864896.747,-7427.8684,0
4864889.443,-7432.5748,0
4864891.733,-7427.691686,0
4864893.576,-7432.243842,0
4864891.477,-7436.1229,0
4864891.204,-7435.9902,0
4864886.352,-7431.146403,0
4864887.9,-7435.765817,0
4864899.692,-7429.617125,0
4864896.601,-7436.454792,0
4864890.838,-7439.661806,0
4864899.975,-7426.4836,0
4864892.818,-7435.3779,0
4864836.803,-7463.946535,0
4864901.76,-7424.4078,0
4864901.335,-7425.7281,0
4864899.692,-7429.617125,0
4864852.15,-7458.3811,1
4864820.413,-7466.9637,1
4864831.358,-7458.0493,1
4864815.057,-7469.8892,1
4864861.71,-7435.1373,1
4864815.286,-7457.7555,1
4864873.133,-7425.6611,1
4864810.03,-7460.7679,1
4864828.667,-7453.1704,1
4864893.033,-7417.5023,1
4864881.275,-7414.916941,1
4864892.912,-7408.714526,1
4864877.686,-7423.0609,1
4864895.579,-7422.259,1
4864878.155,-7435.0675,1
4864903.13,-7427.111388,1
4864883.153,-7432.4481,1
4864903.13,-7427.111388,1
4864841.241,-7391.930192,1
4864841.241,-7391.930192,1
4864864.126,-7439.6245,1
4864838.919,-7390.1847,1
4864845.605,-7374.3475,1
4864855.539,-7374.8973,1
4864842.181,-7383.6702,1
4864845.755,-7381.6869,1
4864849.158,-7379.7994,1
4864861.756,-7376.317117,1
4864855.09,-7376.6318,1
4864842.961,-7377.07827,1
4864861.756,-7376.317117,1
4864846.028,-7355.50228,1
4864850.151,-7363.986105,1
4864845.549,-7366.0378,1
4864841.752,-7359.193,1
4864849.303,-7372.803,1
4864836.4,-7349.546,1
4864829.05,-7336.299,1
4864837.955,-7352.3488,1
