LO,LA,FL
-7361.849177,4864840.647,3
-7360.856005,4864840.903,3
-7360.460513,4864839.662,3
-7351.940795,4864836.898,3
-7356.07628,4864836.332,3
-7360.295805,4864833.725,3
-7345.077459,4864827.716,3
-7333.675319,4864825.21,3
-7332.644349,4864825.219,3
-7343.029675,4864821.552,3
-7334.27965,4864833.557,3
-7352.648453,4864816.939,3
-7328.529571,4864825.21,3
-7330.496576,4864817.081,3
-7326.979246,4864824.733,3
-7335.653289,4864825.526,3
-7325.414714,4864819.323,3
-7310.957795,4864812.696,3
-7317.49413,4864815.448,3
-7326.40979,4864823.606,3
-7318.568214,4864815.309,3
-7314.221736,4864816.148,3
-7311.172737,4864808.037,3
-7321.111714,4864792.228,3
-7311.92143,4864808.964,3
-7316.077683,4864800.747,3
-7390.683874,4864781.573,2
-7397.514078,4864797.786,2
-7374.035256,4864799.244,2
-7386.951547,4864787.505,2
-7357.58372,4864768.804,2
-7365.395097,4864771.841,2
-7360.46188,4864783.813,2
-7378.368128,4864789.636,2
-7368.592434,4864787.753,2
-7356.255176,4864795.059,2
-7348.623738,4864760.239,2
-7342.967786,4864754.747,2
-7343.445398,4864756.242,2
-7341.920142,4864756.203,2
-7343.174333,4864769.566,2
-7337.183551,4864794.814,2
-7346.589557,4864768.836,2
-7394.39264,4864805.664,2
-7383.957214,4864835.993,3
-7406.273068,4864839.062,2
-7384.264864,4864817.449,3
-7398.40216,4864808.838,2
-7383.393043,4864841.528,3
-7379.693177,4864848.822,3
-7381.748412,4864846.171,3
-7380.71208,4864849.149,3
-7373.705546,4864851.186,3
-7377.452936,4864853.033,3
-7376.073937,4864855.46,3
-7375.815576,4864845.735,3
-7377.193428,4864853.854,3
-7371.286834,4864850.846,3
-7366.576149,4864844.998,3
-7366.876436,4864845.276,3
-7372.211054,4864844.331,3
-7367.3786,4864842.093,3
-7359.333638,4864841.497,3
-7357.649108,4864841.083,3
-7367.130967,4864842.731,3
-7363.587961,4864842.142,3
-7351.748436,4864836.759,3
-7357.527039,4864835.79,3
-7358.763157,4864837.529,3
-7357.153055,4864837.815,3
-7346.486234,4864833.558,3
-7357.320925,4864834.613,3
-7336.289116,4864828.229,3
-7336.039535,4864825.738,3
-7321.495447,4864824.042,3
-7330.343902,4864823.242,3
-7348.533832,4864825.077,3
-7328.964377,4864823.744,3
-7328.776065,4864824.984,3
-7324.205675,4864810.843,3
-7314.653815,4864817.439,3
-7325.508166,4864819.323,3
-7319.445655,4864819.852,3
-7316.463537,4864815.488,3
-7311.131111,4864808.557,3
-7311.647544,4864808.964,3
-7312.444238,4864811.356,3
-7373.97604,4864780.464,2
-7316.960354,4864802.145,3
-7389.728113,4864793.382,2
-7323.35626,4864794.846,3
-7378.508809,4864795.1,2
-7367.489521,4864792.747,2
-7364.347669,4864783.298,2
-7373.815899,4864773.937,2
-7387.869733,4864786.067,2
-7360.295803,4864770.841,2
-7348.965573,4864779.953,2
-7359.7196,4864771.077,2
-7356.511529,4864762.513,2
-7338.91994,4864773.053,2
-7349.252964,4864755.644,2
-7332.472512,4864773.487,2
-7344.071855,4864754.547,2
-7342.45232,4864756.203,2
-7391.429428,4864810.281,2
-7385.495916,4864814.044,1
-7381.167426,4864801.709,3
-7344.175414,4864774,2
-7380.900616,4864846.499,3
-7382.279498,4864844.007,3
-7381.09757,4864845.964,3
-7383.942006,4864838.096,3
-7383.942093,4864827.207,3
-7375.786395,4864855.46,3
-7377.564393,4864852.514,3
-7372.734572,4864850.166,3
-7374.841311,4864844.013,3
-7378.269526,4864851.146,3
-7372.666247,4864848.607,3
-7366.276224,4864845.23,3
-7366.942481,4864845.553,3
-7373.433784,4864844.804,3
-7366.045176,4864843.247,3
-7356.318925,4864841.727,3
-7368.708127,4864844.307,3
-7344.810842,4864838.557,3
-7345.304652,4864840.551,3
-7359.418903,4864838.874,3
-7357.887775,4864838.604,3
-7358.629627,4864837.972,3
-7355.599091,4864836.064,3
-7353.179889,4864835.797,3
-7334.016805,4864829.328,3
-7334.497167,4864822.36,3
-7338.142719,4864826.749,3
-7349.080268,4864829.716,3
-7329.472614,4864825.21,3
-7328.52991,4864824.746,3
-7327.990946,4864820.874,3
-7329.498697,4864825.21,3
-7322.013118,4864825.053,3
-7333.607962,4864823.817,3
-7314.853877,4864811.157,3
-7325.729008,4864820.671,3
-7318.970803,4864817.514,3
-7311.97461,4864809.266,3
-7317.68101,4864814.102,3
-7312.448623,4864808.459,3
-7310.913059,4864810.967,3
-7347.380123,4864794.758,3
-7374.034287,4864789.396,2
-7385.389397,4864785.855,2
-7385.754436,4864792.502,2
-7372.05712,4864800.063,2
-7361.932641,4864786.745,2
-7361.57496,4864770.171,2
-7357.262475,4864759.59,2
-7371.239752,4864787.917,2
-7342.999918,4864753.691,2
-7357.320078,4864765.576,2
-7345.456894,4864756.3,2
-7346.986295,4864756.93,2
-7343.9316,4864755.991,2
-7337.460679,4864765.967,1
-7397.506744,4864823.696,2
-7370.490458,4864778.424,2
-7340.589141,4864767.918,2
-7383.808115,4864814.657,3
-7381.079225,4864810.391,2
-7362.026815,4864830.688,3
-7383.560608,4864838.067,3
-7376.82823,4864852.466,3
-7377.71832,4864853.116,3
-7381.049456,4864847.167,3
-7380.607428,4864844.485,3
-7380.246424,4864847.029,3
-7375.597399,4864854.805,3
-7371.825049,4864848.555,3
-7372.545594,4864847.105,3
-7371.589341,4864848.718,3
-7367.960367,4864833.785,3
-7373.387471,4864844.804,3
-7367.798253,4864845.84,3
-7370.924616,4864846.213,3
-7359.343714,4864838.73,3
-7360.390567,4864841.696,3
-7358.594227,4864841.317,3
-7367.743759,4864846.343,3
-7355.331291,4864838.284,3
-7354.579154,4864838.486,3
-7353.915256,4864838.291,3
-7361.761904,4864838.164,3
-7356.904297,4864834.733,3
-7347.396963,4864828.75,3
-7336.835717,4864824.768,3
-7341.738731,4864827.603,3
-7327.793835,4864825.21,3
-7333.196442,4864828.292,3
-7330.918244,4864825.21,3
-7333.011938,4864824.26,3
-7328.875438,4864825.21,3
-7336.676063,4864824.673,3
-7324.426714,4864817.821,3
-7321.348533,4864810.87,3
-7323.845411,4864819.097,3
-7326.071212,4864824.825,3
-7318.669008,4864814.286,3
-7317.514427,4864813.986,3
-7313.075876,4864812.362,3
-7312.461548,4864808.459,3
-7311.92608,4864809.059,3
-7377.792276,4864781.852,2
-7382.854056,4864787.879,2
-7395.042368,4864794.815,2
-7381.536483,4864799.103,2
-7386.487817,4864790.598,3
-7357.706161,4864778.817,2
-7371.547952,4864776.372,2
-7358.091877,4864767.233,2
-7357.6098,4864757.414,2
-7338.957542,4864774.464,2
-7345.030327,4864755.727,3
-7347.358947,4864756.814,2
-7347.290134,4864753.783,2
-7351.685179,4864758.103,2
-7341.001168,4864766.521,2
-7393.563102,4864807.066,2
-7336.701867,4864784.222,2
-7400.486319,4864815.352,2
-7374.599916,4864841.699,3
-7379.17753,4864844.453,3
-7381.18814,4864846.722,3
-7376.275535,4864813.314,3
-7383.365953,4864808.708,3
-7380.495254,4864846.553,3
-7376.953444,4864855.121,3
-7378.123696,4864849.093,3
-7376.553347,4864852.108,3
-7372.571612,4864844.472,3
-7365.885233,4864844.835,3
-7372.258484,4864848.828,3
-7375.433576,4864848.237,3
-7372.201106,4864848.592,3
-7359.211377,4864841.63,3
-7370.945018,4864844.439,3
-7367.053238,4864839.919,3
-7366.98653,4864842.986,3
-7356.519234,4864841.094,3
-7360.868903,4864841.624,3
-7360.946164,4864843.232,3
-7359.23575,4864837.527,3
-7352.476853,4864839.5,3
-7362.290151,4864834.975,3
-7363.284171,4864832.524,3
-7344.603275,4864835.372,3
-7335.436984,4864824.001,3
-7328.994885,4864825.21,3
-7354.150037,4864828.642,3
-7335.654227,4864825.556,3
-7320.847859,4864820.361,3
-7329.415513,4864822.675,3
-7318.474642,4864814.745,3
-7316.252994,4864812.66,3
-7321.940456,4864816.727,3
-7320.708809,4864814.077,3
-7316.748586,4864811.867,3
-7312.970492,4864808.845,3
-7310.561469,4864812.077,3
-7311.803269,4864808.964,3
-7329.670072,4864797.628,3
-7381.577195,4864792.11,2
-7381.967737,4864801.378,2
-7386.985832,4864790.666,3
-7402.104478,4864798.351,2
-7359.67128,4864768.212,2
-7360.224964,4864768.844,3
-7373.122781,4864774.327,3
-7372.337218,4864780.626,2
-7361.148948,4864770.292,2
-7345.034688,4864756.027,2
-7346.875441,4864755.942,2
-7342.203044,4864755.734,2
-7346.497909,4864754.634,3
-7340.469959,4864781.742,3
-7337.493246,4864764.983,2
-7377.768461,4864816.629,2
-7370.491276,4864825.903,3
-7356.546036,4864783.031,2
-7374.001221,4864841.873,3
-7381.357214,4864845.195,3
-7385.45,4864793.557,3
-7380.230453,4864846.854,3
-7380.321595,4864848.451,3
-7379.548491,4864855.46,3
-7379.388004,4864853.714,3
-7375.446201,4864848.546,3
-7377.053756,4864851.057,3
-7367.573501,4864845.124,3
-7372.419506,4864844.718,3
-7373.177831,4864847.15,3
-7373.189248,4864849.342,3
-7368.044428,4864841.617,3
-7364.86165,4864842.923,3
-7366.990039,4864842.525,3
-7358.963339,4864841.63,3
-7359.015341,4864839.499,3
-7354.113306,4864834.511,3
-7360.071832,4864838.853,3
-7357.340516,4864840.575,3
-7360.576298,4864839.152,3
-7354.70852,4864838.032,3
-7354.101422,4864834.576,3
-7345.721765,4864831.533,3
-7336.832802,4864822.339,3
-7337.04957,4864828.413,3
-7329.551217,4864825.21,3
-7335.594932,4864824.864,3
-7329.308195,4864825.21,3
-7331.479528,4864823.093,3
-7330.46459,4864825.21,3
-7326.096295,4864819.638,3
-7323.862649,4864821.292,3
-7328.870958,4864819.513,3
-7326.730632,4864825.053,3
-7310.66857,4864813.169,3
-7313.955179,4864809.234,3
-7317.037351,4864814.42,3
-7319.077627,4864816.572,3
-7378.246227,4864785.581,2
-7401.876443,4864787.572,2
-7389.567446,4864797.541,2
-7312.361402,4864808.866,3
-7312.50184,4864807.654,3
-7382.745656,4864786.763,2
-7367.923119,4864775.449,2
-7360.220716,4864777.96,3
-7382.839484,4864772.708,3
-7347.831338,4864755.33,2
-7356.241988,4864767.289,2
-7343.799462,4864756.824,2
-7348.006151,4864756.174,2
-7359.599469,4864771.651,2
-7337.966503,4864778.243,2
-7348.49367,4864801.254,2
-7353.642056,4864757.402,2
-7390.552127,4864810.561,2
-7381.681464,4864819.894,3
-7381.389111,4864836.382,3
-7381.00618,4864840.841,3
-7380.266823,4864845.999,3
-7381.219174,4864855.105,3
-7377.576939,4864853.863,3
-7381.201842,4864855.46,3
-7380.423692,4864848.451,3
-7377.5918,4864851.554,3
-7372.49544,4864849.624,3
-7373.453164,4864847.001,3
-7372.322655,4864847.023,3
-7368.360939,4864844.624,3
-7372.868806,4864846.132,3
-7358.078202,4864840.614,3
-7365.814529,4864843.865,3
-7352.752788,4864838.109,3
-7369.729654,4864844.271,3
-7367.268609,4864842.525,3
-7357.368448,4864838.876,3
-7356.57443,4864838.538,3
-7357.215087,4864838.089,3
-7356.001605,4864836.656,3
-7352.910866,4864833.017,3
-7348.093797,4864830.019,3
-7333.849688,4864829.724,3
-7337.41189,4864825.365,3
-7335.687258,4864827.766,3
-7332.215355,4864823.777,3
-7325.113229,4864824.453,3
-7330.599621,4864825.21,3
-7336.852635,4864824.632,3
-7315.090156,4864808.955,3
-7323.372429,4864817.691,3
-7328.380556,4864824.03,3
-7326.14406,4864822.869,3
-7320.584906,4864819.429,3
-7318.792303,4864819.876,3
-7316.788123,4864817.622,3
-7312.652062,4864808.934,3
-7311.461103,4864813.169,3
-7312.788519,4864808.272,3
-7349.438024,4864795.678,3
-7371.667608,4864802.996,2
-7398.37189,4864790.603,2
-7383.972344,4864796.915,2
-7380.345171,4864779.124,2
-7364.158504,4864774.656,2
-7371.715374,4864796.489,2
-7359.12594,4864768.979,3
-7347.974299,4864754.88,2
-7350.150535,4864756.415,2
-7363.925429,4864767.262,2
-7341.797579,4864755.842,2
-7362.772343,4864764.707,1
-7342.045511,4864776.352,2
-7389.225978,4864848.738,2
-7345.108299,4864771.705,2
-7344.210258,4864758.732,2
-7380.465823,4864846.306,3
-7381.512933,4864823.282,3
-7371.012226,4864821.363,3
-7377.141187,4864845.876,3
-7373.84055,4864843.536,3
-7377.228421,4864849.296,3
-7379.021033,4864849.77,3
-7377.262437,4864850.731,3
-7377.786308,4864851.958,3
-7371.308075,4864845.476,3
-7366.271689,4864845,3
-7372.539269,4864849.525,3
-7372.646602,4864846.307,3
-7374.99005,4864845.307,3
-7368.307496,4864845.024,3
-7368.954981,4864843.232,3
-7358.997827,4864842.005,3
-7363.600349,4864841.414,3
-7358.247331,4864840.923,3
-7353.55222,4864838.947,3
-7355.399177,4864839.731,3
-7358.403316,4864826.743,3
-7351.857979,4864839.078,3
-7338.12556,4864829.978,3
-7355.578429,4864833.657,3
-7337.515898,4864827.167,3
-7350.186032,4864830.116,3
-7335.160584,4864826.702,3
-7330.49314,4864821.288,3
-7329.196689,4864824.545,3
-7329.66199,4864825.21,3
-7329.967069,4864823.591,3
-7317.721723,4864813.107,3
-7324.287531,4864818.506,3
-7325.311827,4864824.227,3
-7315.799376,4864811.005,3
-7316.635091,4864814.221,3
-7312.228103,4864809.059,3
-7312.647855,4864808.459,3
-7331.082674,4864801.498,3
-7311.793218,4864811.949,3
-7410.359053,4864791.897,3
-7413.012208,4864788.775,3
-7413.424634,4864785.402,3
-7413.371207,4864787.065,3
-7408.502807,4864796.267,3
-7403.691321,4864787.736,3
-7404.034906,4864789.549,3
-7405.031436,4864788.438,3
-7400.719369,4864788.062,3
-7389.920245,4864782.309,3
-7396.647446,4864785.519,3
-7397.51229,4864784.859,3
-7393.988436,4864785.68,3
-7397.986938,4864785.869,3
-7387.162972,4864781.28,3
-7383.830399,4864777.906,3
-7393.18712,4864782.839,3
-7391.361532,4864779.84,3
-7383.576735,4864777.728,3
-7373.429523,4864773.101,3
-7385.96536,4864776.489,3
-7379.178599,4864776.741,3
-7369.347148,4864770.956,3
-7363.8098,4864767.671,3
-7362.063262,4864769.077,3
-7368.521956,4864768.262,3
-7370.032857,4864767.317,3
-7357.939192,4864762.54,3
-7355.350999,4864760.853,3
-7357.132622,4864760.987,3
-7361.382284,4864764.758,3
-7362.50468,4864766.722,3
-7358.711474,4864760.696,3
-7353.390023,4864758.062,3
-7356.178345,4864760.656,3
-7351.494924,4864756.605,3
-7348.985013,4864758.103,3
-7345.007019,4864749.576,3
-7349.741661,4864756.545,3
-7343.403006,4864753.038,3
-7346.197329,4864748.786,3
-7342.489399,4864764.182,3
-7341.530501,4864763.563,3
-7341.596856,4864755.386,3
-7341.145559,4864756.193,3
-7337.071887,4864768.479,3
-7341.296523,4864767.318,3
-7377.665123,4864775.682,3
-7387.241169,4864808.383,3
-7380.48824,4864846.263,4
-7386.56375,4864811.53,3
-7384.249691,4864841.718,4
-7384.896891,4864839.345,4
-7387.681256,4864809.042,3
-7379.685098,4864848.608,4
-7377.187661,4864852.538,4
-7378.781122,4864852.029,4
-7367.36717,4864849.303,4
-7363.156082,4864844.021,4
-7353.530357,4864839.51,4
-7366.414246,4864845.582,4
-7366.788212,4864847.754,4
-7357.867146,4864841.047,4
-7332.093645,4864827.29,4
-7347.886301,4864835.24,4
-7352.020359,4864837.95,4
-7327.783,4864823.13,4
-7319.090913,4864816.74,4
-7310.522087,4864814.278,4
-7312.231335,4864807.616,4
-7320.870521,4864820.218,3
-7314.677477,4864807.503,4
-7313.849042,4864811.294,4
-7316.406324,4864812.131,4
-7316.421586,4864802.296,4
-7360.408755,4864837.608,4
-7354.646713,4864833.472,3
-7362.191228,4864837.274,4
-7360.444176,4864833.505,4
-7347.83089,4864831.548,4
-7353.364031,4864832.939,4
-7330.846927,4864821.63,4
-7333.41712,4864824.84,3
-7325.676765,4864818.573,4
-7339.140464,4864825.915,4
-7331.134179,4864821.066,4
-7318.025203,4864813.781,4
-7326.826565,4864813.997,3
-7322.363726,4864809.976,4
-7371.843156,4864844.839,4
-7361.896697,4864841.687,4
-7372.122375,4864844.053,4
-7330.881769,4864794.574,4
-7327.964331,4864794.67,4
-7365.231364,4864841.108,4
-7386.772392,4864835.88,4
-7315.319601,4864792.063,3
-7395.367697,4864802.358,3
-7383.028013,4864833.473,4
-7411.48767,4864790.945,3
-7410.35293,4864794.217,3
-7412.296534,4864785.094,3
-7413.538529,4864788.182,3
-7410.293365,4864789.627,3
-7399.625292,4864788.168,3
-7400.877447,4864786.319,3
-7403.190079,4864789.549,3
-7403.09049,4864787.252,3
-7396.859952,4864785.437,3
-7398.141886,4864785.104,3
-7402.395252,4864785.535,3
-7394.401127,4864781.784,3
-7392.569883,4864783.296,3
-7391.656206,4864778.772,3
-7390.517443,4864780.153,3
-7384.902398,4864780.057,3
-7383.034838,4864777.489,3
-7367.00716,4864775.907,3
-7376.710109,4864777.661,3
-7379.517898,4864774.938,3
-7382.376147,4864777.335,3
-7371.104207,4864769.239,3
-7370.035167,4864767.317,3
-7367.090672,4864768.815,3
-7368.183399,4864768.997,3
-7361.163318,4864766.712,3
-7363.5546,4864765.557,3
-7358.432014,4864761.789,3
-7356.213577,4864759.026,3
-7360.838487,4864764.71,3
-7351.324205,4864756.605,3
-7350.274075,4864758.806,3
-7355.198266,4864759.462,3
-7355.793913,4864761.078,3
-7356.724564,4864760.479,3
-7350.211767,4864748.266,3
-7343.90798,4864749.199,3
-7349.131931,4864756.545,3
-7343.276525,4864750.746,3
-7341.759415,4864754.495,3
-7338.909564,4864756.342,3
-7330.335202,4864793.349,3
-7340.1186,4864764.17,3
-7341.582231,4864755.279,3
-7385.382132,4864808.805,3
-7340.501074,4864784.571,3
-7382.064994,4864794.537,3
-7373.087848,4864771.596,3
-7380.279221,4864847.095,4
-7384.566709,4864839.733,4
-7394.881469,4864813.016,3
-7384.198578,4864842.174,4
-7381.031025,4864843.164,4
-7377.051061,4864852.156,4
-7369.04419,4864849.303,4
-7373.663599,4864850.711,4
-7379.517185,4864850.11,4
-7369.415362,4864845.582,4
-7365.240832,4864844.627,4
-7351.962545,4864838.871,4
-7359.109109,4864840.667,4
-7360.841895,4864842.836,4
-7338.53705,4864832.329,4
-7326.963354,4864820.668,4
-7323.215859,4864821.709,4
-7348.436898,4864836.767,3
-7312.818003,4864808.439,4
-7315.70055,4864804.787,4
-7314.517469,4864816.758,4
-7315.341125,4864813.752,4
-7311.152339,4864811.959,4
-7359.949821,4864837.274,4
-7316.971913,4864801.284,4
-7311.317424,4864813.199,4
-7355.197857,4864809.992,4
-7356.393382,4864832.682,4
-7343.552955,4864829.403,3
-7360.956897,4864833.751,4
-7349.662534,4864834.375,4
-7354.52902,4864833.171,3
-7333.306132,4864823.676,4
-7330.010028,4864822.358,4
-7327.244266,4864820.164,4
-7335.344828,4864825.492,4
-7319.765336,4864811.649,4
-7352.403385,4864841.079,4
-7319.402874,4864814.099,4
-7325.804086,4864817.822,4
-7375.007875,4864844.906,4
-7369.588535,4864843.216,4
-7334.239251,4864817.074,4
-7326.529171,4864794.909,4
-7361.867223,4864838.804,4
-7387.267667,4864835.248,3
-7411.274712,4864793.159,3
-7320.999666,4864792.063,3
-7379.206864,4864837.249,4
-7405.350893,4864799.694,3
-7414.10747,4864787.9,3
-7409.003319,4864789.237,3
-7412.007214,4864785.094,3
-7405.539557,4864789.776,3
-7402.852843,4864787.466,3
-7404.276278,4864787.14,3
-7401.577346,4864787.739,3
-7398.637326,4864784.48,3
-7399.087475,4864786.133,3
-7391.254071,4864782.152,3
-7395.790765,4864785.287,3
-7398.888547,4864784.377,3
-7391.789346,4864780.6,3
-7389.463256,4864778.655,3
-7388.546169,4864779.158,3
-7389.562875,4864781.451,3
-7385.249143,4864776.741,3
-7366.926392,4864771.584,3
-7374.105286,4864772.89,3
-7368.668757,4864765.625,3
-7375.408126,4864776.131,3
-7382.498816,4864777.661,3
-7361.163259,4864767.194,3
-7364.58872,4864765.161,3
-7367.424632,4864767.887,3
-7368.781735,4864769.406,3
-7359.821256,4864760.987,3
-7361.253458,4864764.878,3
-7361.287004,4864764.164,3
-7357.256813,4864762.54,3
-7355.718443,4864759.909,3
-7359.273189,4864759.501,3
-7349.469081,4864756.556,3
-7350.598704,4864757.249,3
-7349.322787,4864758.806,3
-7344.912149,4864749.576,3
-7342.523845,4864750.746,3
-7340.836062,4864755.575,3
-7347.644536,4864748.266,3
-7347.815839,4864753.239,3
-7342.24828,4864768.479,3
-7337.34812,4864764.479,3
-7335.806538,4864767.318,3
-7341.699046,4864757.467,3
-7339.232184,4864763.13,3
-7394.086583,4864809.153,3
-7372.682869,4864771.529,3
-7391.081404,4864808.256,3
-7404.815152,4864812.01,3
-7380.51605,4864847.236,4
-7384.717056,4864840.161,4
-7378.244738,4864851.912,4
-7384.125317,4864839.747,4
-7381.752533,4864845.757,4
-7376.707905,4864852.029,4
-7367.446578,4864845.582,4
-7372.755862,4864849.303,4
-7370.531867,4864847.754,4
-7343.723587,4864835.647,4
-7352.358694,4864837.95,4
-7362.338839,4864840.32,4
-7363.772728,4864844.021,4
-7359.491991,4864841.727,4
-7321.080389,4864820.218,4
-7311.769385,4864815.157,4
-7325.639366,4864822.099,4
-7333.588831,4864828.23,3
-7314.516881,4864816.758,4
-7312.036628,4864809.978,4
-7317.035719,4864800.784,4
-7314.263486,4864802.6,4
-7315.962302,4864802.334,4
-7310.662052,4864813.294,4
-7361.933624,4864837.921,4
-7361.223671,4864833.421,4
-7360.609638,4864837.274,4
-7342.40166,4864826.231,4
-7345.597447,4864830.357,4
-7347.944799,4864834.163,4
-7353.008647,4864833.495,4
-7324.777889,4864817.731,4
-7329.32744,4864821.866,4
-7351.227033,4864814.372,3
-7324.930649,4864818.573,4
-7338.544187,4864822.171,4
-7372.657155,4864845.605,4
-7320.833378,4864814.535,4
-7318.331377,4864814.978,3
-7372.726743,4864845.01,4
-7322.692671,4864808.068,4
-7318.136922,4864792.063,4
-7368.755661,4864843.566,4
-7331.931077,4864789.351,4
-7365.816633,4864841.172,4
-7405.519622,4864789.237,3
-7411.144909,4864793.635,3
-7404.833794,4864799.694,3
-7387.371142,4864835.525,4
-7386.655554,4864835.603,4
-7404.827305,4864787.14,3
-7411.778549,4864785.094,3
-7405.564782,4864789.776,3
-7413.64866,4864787.826,3
-7399.065961,4864786.399,3
-7403.369111,4864787.716,3
-7397.082256,4864784.381,3
-7395.414709,4864785.224,3
-7402.552984,4864787.466,3
-7391.680561,4864780.698,3
-7398.840862,4864784.377,3
-7389.681287,4864781.451,3
-7391.022779,4864782.067,3
-7382.893974,4864777.661,3
-7386.716922,4864779.158,3
-7385.280886,4864776.741,3
-7386.444259,4864778.655,3
-7385.379454,4864776.296,3
-7370.33242,4864773.853,3
-7365.267975,4864770.098,3
-7370.157088,4864768.538,3
-7364.866565,4864765.161,3
-7361.282098,4864764.164,3
-7360.472322,4864766.471,3
-7368.177165,4864767.887,3
-7368.651861,4864769.406,3
-7358.895783,4864762.54,3
-7357.446325,4864760.987,3
-7361.049355,4864764.878,3
-7355.675428,4864759.909,3
-7349.129662,4864756.556,3
-7349.32347,4864758.806,3
-7348.115691,4864758.103,3
-7357.230156,4864765.774,3
-7350.167048,4864757.249,3
-7341.397652,4864756.342,3
-7343.922511,4864750.94,3
-7347.996688,4864748.266,3
-7344.935559,4864749.576,3
-7340.154943,4864763.227,3
-7337.379225,4864764.479,3
-7331.600569,4864768.479,3
-7339.055383,4864767.318,3
-7341.978916,4864757.467,3
-7397.188892,4864808.256,3
-7373.526278,4864774.2,3
-7402.476929,4864809.153,3
-7405.216862,4864812.01,3
-7381.724069,4864845.757,4
-7380.25614,4864847.236,4
-7384.719377,4864840.161,4
-7378.287021,4864852.802,4
-7384.76405,4864838.959,4
-7377.400259,4864852.029,4
-7367.30811,4864845.582,4
-7372.754494,4864849.303,4
-7370.325615,4864847.754,4
-7360.674881,4864840.52,4
-7363.647303,4864844.021,4
-7352.306839,4864837.95,4
-7359.614367,4864841.727,4
-7344.371035,4864835.647,4
-7334.693359,4864828.23,4
-7314.483913,4864816.758,4
-7321.734409,4864820.218,4
-7325.294933,4864822.099,4
-7315.884908,4864807.096,4
-7311.022313,4864814.278,4
-7315.880801,4864802.193,4
-7317.050788,4864800.784,4
-7312.140993,4864809.553,4
-7359.510668,4864837.274,4
-7361.040242,4864837.921,4
-7310.310231,4864813.294,4
-7360.586481,4864833.421,4
-7346.8009,4864830.357,4
-7338.739538,4864826.231,4
-7355.138504,4864813.681,4
-7348.483121,4864834.163,4
-7352.447064,4864833.409,4
-7324.704313,4864817.731,4
-7322.389927,4864814.666,4
-7332.323599,4864822.171,4
-7325.582021,4864821.063,4
-7324.832263,4864818.573,4
-7373.131854,4864845.605,4
-7371.552003,4864844.938,4
-7317.826091,4864813.865,4
-7369.066684,4864842.351,4
-7319.829178,4864795.237,3
-7365.936813,4864841.172,4
-7314.639215,4864792.063,4
-7321.07547,4864794.559,4
-7411.291728,4864793.159,3
-7403.858327,4864799.694,3
-7411.950146,4864789.237,3
-7387.473838,4864835.525,4
-7383.566917,4864835.897,4
-7414.016198,4864787.826,3
-7406.028151,4864789.776,3
-7412.403537,4864785.094,3
-7405.337424,4864787.14,3
-7404.59545,4864787.466,3
-7397.174277,4864784.362,3
-7396.702415,4864785.224,3
-7399.137353,4864787.11,3
-7402.832213,4864787.716,3
-7399.261255,4864784.377,3
-7389.517772,4864781.451,3
-7392.372015,4864780.616,3
-7391.013175,4864782.067,3
-7385.110359,4864776.741,3
-7384.82974,4864776.096,3
-7382.904739,4864777.661,3
-7387.8092,4864779.228,3
-7385.315597,4864778.287,3
-7368.1969,4864767.887,3
-7370.519908,4864773.853,3
-7370.2033,4864768.538,3
-7364.727286,4864770.098,3
-7361.103927,4864764.878,3
-7361.389901,4864764.164,3
-7362.189009,4864766.471,3
-7364.296538,4864765.161,3
-7367.900927,4864769.406,3
-7357.438381,4864760.987,3
-7357.112215,4864762.54,3
-7356.229688,4864761.603,3
-7355.706583,4864759.909,3
-7350.261572,4864757.249,3
-7349.045526,4864756.556,3
-7348.072275,4864758.103,3
-7349.646279,4864758.806,3
-7344.924931,4864749.576,3
-7347.841223,4864748.266,3
-7341.235491,4864756.342,3
-7340.554035,4864757.467,3
-7343.76019,4864750.94,3
-7338.2655,4864764.479,3
-7373.635098,4864772.328,3
-7335.46387,4864767.318,3
-7339.378612,4864763.227,3
-7331.792809,4864768.479,3
-7403.864085,4864808.256,3
-7402.023523,4864811.53,3
-7401.824062,4864809.153,3
-7384.586263,4864838.959,4
-7381.763426,4864845.757,4
-7384.108444,4864840.397,4
-7378.297124,4864852.802,4
-7376.551243,4864852.029,4
-7380.279171,4864847.236,4
-7370.216757,4864847.754,4
-7372.676573,4864849.303,4
-7368.058262,4864845.582,4
-7363.916318,4864844.021,4
-7355.792638,4864840.32,4
-7347.784254,4864836.155,3
-7352.340558,4864837.95,4
-7359.486491,4864841.727,4
-7334.6863,4864828.23,4
-7321.515048,4864820.372,4
-7310.853555,4864814.278,4
-7314.476725,4864816.758,4
-7325.143683,4864823.86,3
-7313.082547,4864813.294,4
-7315.777914,4864802.193,4
-7312.633675,4864810.432,4
-7317.056488,4864800.784,4
-7315.937799,4864807.218,4
-7359.702106,4864837.274,4
-7363.68656,4864833.421,4
-7344.49986,4864834.163,4
-7361.211434,4864837.921,4
-7333.21151,4864822.171,4
-7338.4441,4864825.915,4
-7352.595688,4864833.592,4
-7345.622319,4864830.357,4
-7337.252819,4864821.677,3
-7326.39243,4864817.717,4
-7325.171302,4864818.573,4
-7321.932723,4864813.415,4
-7328.84826,4864821.368,4
-7371.674579,4864845.22,4
-7369.485378,4864845.605,4
-7317.179143,4864813.715,4
-7365.148809,4864841.108,4
-7370.381193,4864841.948,4
-7321.526249,4864794.559,4
